Hãng sản xuất,Công nghệ CPU,Loại CPU,Dung lượng RAM,Loại RAM,Loại ổ cứng,Dung lượng ổ cứng (GB),Đồ họa đã làm sạch,Kích thước (inch),shop_1_price,shop_1_name,shop_2_price,shop_2_name,shop_3_price,shop_3_name,shop_1_price_domain_outlier,shop_1_price_domain,shop_1_price_clean,shop_2_price_domain_outlier,shop_2_price_domain,shop_2_price_clean,shop_3_price_domain_outlier,shop_3_price_domain,shop_3_price_clean,price_row_median_domain,shop_1_price_relative_outlier,shop_2_price_relative_outlier,shop_3_price_relative_outlier,n_prices_raw,n_prices_clean,price_median,price_min_clean,price_max_clean,price_spread_clean_pct,flag_price_spread_warn,flag_price_spread_critical,log_price_median,price_segment,brand_clean,brand_grouped,brand_is_rare,screen_size_clean,screen_size_outlier,screen_size_group,cpu_brand,cpu_tier,cpu_model_clean,ram_gb_clean,ram_capacity_outlier,ram_tier_clean,ram_type_clean,storage_type_clean,storage_gb_clean,storage_gb_outlier,storage_tier_clean,gpu_brand,gpu_tier_v2,product_id,spec_key,is_soft_duplicate_spec,high_end_config_flag,brand_screen_cell_n,low_count_brand_screen_cell,cpu_ram_cell_n,gpu_ram_cell_n,low_count_cpu_ram_cell,low_count_gpu_ram_cell
Acer,Intel Core i5,8265U,8.0,DDR4,SSD,512.0,Intel UHD Graphics,14.0,14950000,baochau.vn,15950000,quangmai.net,15990000.0,compro.com.vn,False,14950000.0,14950000.0,False,15950000,15950000.0,False,15990000.0,15990000.0,15950000.0,False,False,False,3,3,15950000.0,14950000.0,15990000.0,0.0652037617554859,False,False,16.58496944989105,mid,Acer,Acer,False,14.0,False,14-14.9in,Intel,Mid-range,8265U,8.0,False,<=8GB,DDR4,SSD,512.0,False,512GB,Intel,Intel Integrated,0,Acer|8265U|8.0|512.0|14.0,False,False,84,False,1774,1101,False,False
Lg,Intel Core i7,1165G7,16.0,LPDDR4x,SSD,512.0,Intel Iris Xe,17.0,32640000,tiki.vn,47500000,tinhocsangtao.vn,35190000.0,mixicomputer.vn,False,32640000.0,32640000.0,False,47500000,47500000.0,False,35190000.0,35190000.0,35190000.0,False,False,False,3,3,35190000.0,32640000.0,47500000.0,0.4222790565501563,True,False,17.376272537714932,high,LG,LG,False,17.0,False,>=17in,Intel,Upper-mid,1165G7,16.0,False,16GB,LPDDR4X,SSD,512.0,False,512GB,Intel,Intel Integrated,1,LG|1165G7|16.0|512.0|17.0,False,False,6,True,1297,753,False,False
Lenovo,AMD Ryzen 7,8845HS,16.0,DDR5,SSD,512.0,RTX 4060,16.0,30900000,congnghesgsaigon.com,31490000,tnc.com.vn,33490000.0,tymo.vn,False,30900000.0,30900000.0,False,31490000,31490000.0,False,33490000.0,33490000.0,31490000.0,False,False,False,3,3,31490000.0,30900000.0,33490000.0,0.08224833280406478,False,False,17.26518062483332,high,Lenovo,Lenovo,False,16.0,False,16-16.9in,AMD,Upper-mid,8845HS,16.0,False,16GB,DDR5,SSD,512.0,False,512GB,NVIDIA,RTX 4000,2,Lenovo|8845HS|16.0|512.0|16.0,False,True,184,False,252,180,False,False
Lenovo,AMD Ryzen 7,7840H,16.0,LPDDR5,SSD,512.0,RTX4060,15.6,23900000,redlaptop.vn,23990000,laptopk1.vn,24900000.0,laptoptcc.com,False,23900000.0,23900000.0,False,23990000,23990000.0,False,24900000.0,24900000.0,23990000.0,False,False,False,3,3,23990000.0,23900000.0,24900000.0,0.041684035014589414,False,False,16.993147676499913,mid,Lenovo,Lenovo,False,15.6,False,15-15.9in,AMD,Upper-mid,7840H,16.0,False,16GB,LPDDR5,SSD,512.0,False,512GB,NVIDIA,RTX 4000,3,Lenovo|7840H|16.0|512.0|15.6,True,True,170,False,252,180,False,False
Msi,Intel Core Ultra 7,255HX,16.0,DDR5,SSD,512.0,RTX 5070,16.0,54790000,dienmayxanh.com,62990000,cellphones.com.vn,62990000.0,fptshop.com.vn,False,54790000.0,54790000.0,False,62990000,62990000.0,False,62990000.0,62990000.0,62990000.0,False,False,False,3,3,62990000.0,54790000.0,62990000.0,0.13017939355453245,False,False,17.95848655747365,high_end,MSI,MSI,False,16.0,False,16-16.9in,Intel,Upper-mid,255HX,16.0,False,16GB,DDR5,SSD,512.0,False,512GB,NVIDIA,RTX 5000,4,MSI|255HX|16.0|512.0|16.0,False,True,39,False,1297,56,False,False
,Intel Core i9,13980HX,64.0,DDR5,,4096.0,Unknown,380.0,96599000,eaz.com.vn,98190000,laptopre.vn,101990000.0,robo.vn,False,96599000.0,96599000.0,False,98190000,98190000.0,False,101990000.0,101990000.0,98190000.0,False,False,False,3,3,98190000.0,96599000.0,101990000.0,0.054903758020164985,False,False,18.40241494532981,high_end,Unknown,Unknown,False,,True,Unknown,Intel,High-end,13980HX,64.0,False,>32GB,DDR5,Unknown,4096.0,False,>2TB,Other,Unknown,5,Unknown|13980HX|64.0|4096.0|Unknown,False,True,80,False,50,4,False,True
Lenovo,Intel Core Ultra 7,255H,32.0,LPDR5x,SSD,1024.0,Intel Arc Graphics,13.3,31490000,tnc.com.vn,43900000,vietmob.com,44490000.0,compro.vn,False,31490000.0,31490000.0,False,43900000,43900000.0,False,44490000.0,44490000.0,43900000.0,False,False,False,3,3,43900000.0,31490000.0,44490000.0,0.296127562642369,False,False,17.597424900824443,high,Lenovo,Lenovo,False,13.3,False,13-13.9in,Intel,Upper-mid,255H,32.0,False,32GB,Other,SSD,1024.0,False,1TB,Intel,Intel Integrated,6,Lenovo|255H|32.0|1024.0|13.3,True,True,67,False,383,162,False,False
Dell,Intel Core i3,1305U,8.0,DDR4,SSD,512.0,Intel UHD Graphics,15.6,11980000,hungphuc.vn,12690000,hoanghamobile.com,12990000.0,mediamart.vn,False,11980000.0,11980000.0,False,12690000,12690000.0,False,12990000.0,12990000.0,12690000.0,False,False,False,3,3,12690000.0,11980000.0,12990000.0,0.07959022852639874,False,False,16.356324918492774,low,Dell,Dell,False,15.6,False,15-15.9in,Intel,Entry,1305U,8.0,False,<=8GB,DDR4,SSD,512.0,False,512GB,Intel,Intel Integrated,7,Dell|1305U|8.0|512.0|15.6,True,False,329,False,1774,1101,False,False
Gigabyte,Intel Core i7,13700H,16.0,DDR5,SSD,512.0,RTX 4050,16.0,22900000,vitinhmanhphat.com,23490000,sp-one.vn,23890000.0,trungtran.vn,False,22900000.0,22900000.0,False,23490000,23490000.0,False,23890000.0,23890000.0,23490000.0,False,False,False,3,3,23490000.0,22900000.0,23890000.0,0.0421455938697318,False,False,16.972085399206403,mid,Gigabyte,Gigabyte,False,16.0,False,16-16.9in,Intel,Upper-mid,13700H,16.0,False,16GB,DDR5,SSD,512.0,False,512GB,NVIDIA,RTX 4000,8,Gigabyte|13700H|16.0|512.0|16.0,False,True,30,False,1297,180,False,False
,,,16.0,,,,AMD Radeon Graphics,16.0,50899000,happytechstore.vn,51900000,laptopxaydung.com,51990000.0,ngoisaobang.com,False,50899000.0,50899000.0,False,51900000,51900000.0,False,51990000.0,51990000.0,51900000.0,False,False,False,3,3,51900000.0,50899000.0,51990000.0,0.021021194605009633,False,False,17.76482936740394,high,Unknown,Unknown,False,16.0,False,16-16.9in,Unknown,Unknown,UNKNOWN,16.0,False,16GB,Unknown,Unknown,,False,Unknown,AMD,AMD Radeon,9,Unknown|UNKNOWN|16.0|Unknown|16.0,False,False,26,False,37,113,False,False
Asus,Intel Core i3,1005G1,4.0,DDR4,SSD,128.0,Intel UHD Graphics,15.6,12200000,tic.vn,12200000,dienmay.xyz,12690000.0,laptopcuxachtay.vn,False,12200000.0,12200000.0,False,12200000,12200000.0,False,12690000.0,12690000.0,12200000.0,False,False,False,3,3,12200000.0,12200000.0,12690000.0,0.04016393442622951,False,False,16.316946591670696,low,ASUS,ASUS,False,15.6,False,15-15.9in,Intel,Entry,1005G1,4.0,False,<=8GB,DDR4,SSD,128.0,False,<=256GB,Intel,Intel Integrated,10,ASUS|1005G1|4.0|128.0|15.6,True,False,292,False,1774,1101,False,False
Acer,AMD Ryzen 3,3200U,4.0,DDR4,SSD,256.0,AMD Radeon Graphics,15.6,9400000,vinhhung.com.vn,9500000,compro.com.vn,9990000.0,sieuviet.vn,False,9400000.0,9400000.0,False,9500000,9500000.0,False,9990000.0,9990000.0,9500000.0,False,False,False,3,3,9500000.0,9400000.0,9990000.0,0.06210526315789474,False,False,16.066802461833923,low,Acer,Acer,False,15.6,False,15-15.9in,AMD,Entry,3200U,4.0,False,<=8GB,DDR4,SSD,256.0,False,<=256GB,AMD,AMD Radeon,11,Acer|3200U|4.0|256.0|15.6,False,False,178,False,230,182,False,False
Hp,AMD Ryzen 7,7840HS,32.0,DDR5,SSD,512.0,RTX 4060,16.1,36710182,dienmayxanh.com,31699000,eaz.com.vn,31990000.0,pc.pro.vn,False,36710182.0,36710182.0,False,31699000,31699000.0,False,31990000.0,31990000.0,31990000.0,False,False,False,3,3,31990000.0,31699000.0,36710182.0,0.1566483901219131,False,False,17.28093394318547,high,HP,HP,False,16.1,False,16-16.9in,AMD,Upper-mid,7840HS,32.0,False,32GB,DDR5,SSD,512.0,False,512GB,NVIDIA,RTX 4000,12,HP|7840HS|32.0|512.0|16.1,True,True,105,False,69,82,False,False
Acer,Intel Core i7,9750H,8.0,DDR4,SSD,512.0,Unknown,15.6,24350000,quangmai.net,26870000,ababa.com.vn,27250000.0,compro.com.vn,False,24350000.0,24350000.0,False,26870000,26870000.0,False,27250000.0,27250000.0,26870000.0,False,False,False,3,3,26870000.0,24350000.0,27250000.0,0.10792705619650167,False,False,17.1065210178079,mid,Acer,Acer,False,15.6,False,15-15.9in,Intel,Upper-mid,9750H,8.0,False,<=8GB,DDR4,SSD,512.0,False,512GB,Other,Unknown,13,Acer|9750H|8.0|512.0|15.6,True,False,178,False,1774,153,False,False
Asus,Intel Core i5,1135G7,8.0,DDR4,SSD,512.0,Intel Iris Xe,14.0,17300000,tinhocsangtao.vn,17300000,vitinhsangtao.vn,18900000.0,compro.com.vn,False,17300000.0,17300000.0,False,17300000,17300000.0,False,18900000.0,18900000.0,17300000.0,False,False,False,3,3,17300000.0,17300000.0,18900000.0,0.09248554913294797,False,False,16.666217117271472,mid,ASUS,ASUS,False,14.0,False,14-14.9in,Intel,Mid-range,1135G7,8.0,False,<=8GB,DDR4,SSD,512.0,False,512GB,Intel,Intel Integrated,14,ASUS|1135G7|8.0|512.0|14.0,True,False,315,False,1774,1101,False,False
Dell,Intel Core i5,11300H,8.0,DDR4,SSD,512.0,Intel Iris Xe,13.3,21199000,eaz.com.vn,22400000,compro.com.vn,22590000.0,anp.com.vn,False,21199000.0,21199000.0,False,22400000,22400000.0,False,22590000.0,22590000.0,22400000.0,False,False,False,3,3,22400000.0,21199000.0,22590000.0,0.062098214285714284,False,False,16.924571561468124,mid,Dell,Dell,False,13.3,False,13-13.9in,Intel,Mid-range,11300H,8.0,False,<=8GB,DDR4,SSD,512.0,False,512GB,Intel,Intel Integrated,15,Dell|11300H|8.0|512.0|13.3,True,False,86,False,1774,1101,False,False
Dell,Intel Core 7,240H,16.0,DDR5,SSD,1024.0,Intel Iris Xe,14.0,16550000,dienmaynguyenduc.vn,16900000,laptopre.vn,17000000.0,laptoptcc.com,False,16550000.0,16550000.0,False,16900000,16900000.0,False,17000000.0,17000000.0,16900000.0,False,False,False,3,3,16900000.0,16550000.0,17000000.0,0.026627218934911243,False,False,16.642824239064897,mid,Dell,Dell,False,14.0,False,14-14.9in,Intel,Unknown,240H,16.0,False,16GB,DDR5,SSD,1024.0,False,1TB,Intel,Intel Integrated,16,Dell|240H|16.0|1024.0|14.0,False,False,303,False,1297,753,False,False
,Intel Core i5,,16.0,,,,Intel Iris Xe,304.1,31499000,hnammobile.com,30150000,truesmart.com.vn,31900000.0,laptopxaydung.com,False,31499000.0,31499000.0,False,30150000,30150000.0,False,31900000.0,31900000.0,31499000.0,False,False,False,3,3,31499000.0,30150000.0,31900000.0,0.05555731927997714,False,False,17.265466389007237,high,Unknown,Unknown,False,,True,Unknown,Intel,Mid-range,UNKNOWN,16.0,False,16GB,Unknown,Unknown,,False,Unknown,Intel,Intel Integrated,17,Unknown|UNKNOWN|16.0|Unknown|Unknown,True,False,80,False,1297,753,False,False
Msi,Intel Core i5,1235U,8.0,DDR4,SSD,512.0,Intel Iris Xe,15.6,11490000,dienmayxanh.com,18500000,shopee.vn,9500000.0,vodien.vn,False,11490000.0,11490000.0,False,18500000,18500000.0,False,9500000.0,9500000.0,11490000.0,False,False,False,3,3,11490000.0,9500000.0,18500000.0,0.783289817232376,True,True,16.256987736857138,low,MSI,MSI,False,15.6,False,15-15.9in,Intel,Mid-range,1235U,8.0,False,<=8GB,DDR4,SSD,512.0,False,512GB,Intel,Intel Integrated,18,MSI|1235U|8.0|512.0|15.6,True,False,143,False,1774,1101,False,False
Apple,Apple M1 Max,10‑core,64.0,,SSD,2048.0,Apple GPU,16.2,99990000,9tech.com.vn,109000000,ngoisaobang.com,111990000.0,apple8.com.vn,False,99990000.0,99990000.0,False,109000000,109000000.0,False,111990000.0,111990000.0,109000000.0,False,False,False,3,3,109000000.0,99990000.0,111990000.0,0.11009174311926606,False,False,18.50685844936773,high_end,Apple,Apple,False,16.2,False,16-16.9in,Apple,High-end,10‑CORE,64.0,False,>32GB,Unknown,SSD,2048.0,False,2TB,Apple,Apple GPU,19,Apple|10‑CORE|64.0|2048.0|16.2,False,True,24,False,26,26,False,False
Samsung,Intel Core Ultra 7,155H,16.0,LPDDR5x,SSD,1024.0,Intel Arc Graphics,16.0,28500000,hungphatlaptop.com,38990000,laptoptld.com,47900000.0,vanphatmobile.com,False,28500000.0,28500000.0,False,38990000,38990000.0,False,47900000.0,47900000.0,38990000.0,False,False,False,3,3,38990000.0,28500000.0,47900000.0,0.4975634778148243,True,False,17.478815786606383,high,Samsung,Other,True,16.0,False,16-16.9in,Intel,Upper-mid,155H,16.0,False,16GB,LPDDR5X,SSD,1024.0,False,1TB,Intel,Intel Integrated,20,Samsung|155H|16.0|1024.0|16.0,False,False,9,True,1297,753,False,False
Hp,Intel Core i7,1165G7,8.0,DDR4,SSD,512.0,Intel Iris Xe,14.0,13700000,ducvietco.com,19656000,mayina0.com,20169000.0,smnet.vn,False,13700000.0,13700000.0,False,19656000,19656000.0,False,20169000.0,20169000.0,19656000.0,False,False,False,3,3,19656000.0,13700000.0,20169000.0,0.3291107041107041,True,False,16.7938932440582,mid,HP,HP,False,14.0,False,14-14.9in,Intel,Upper-mid,1165G7,8.0,False,<=8GB,DDR4,SSD,512.0,False,512GB,Intel,Intel Integrated,21,HP|1165G7|8.0|512.0|14.0,True,False,364,False,1774,1101,False,False
Asus,Intel Core i5,13500,16.0,,,,RTX 4050,355.3,29950000,hkc.vn,29799000,eaz.com.vn,30400000.0,skycomputer.vn,False,29950000.0,29950000.0,False,29799000,29799000.0,False,30400000.0,30400000.0,29950000.0,False,False,False,3,3,29950000.0,29799000.0,30400000.0,0.02006677796327212,False,False,17.215039915914712,mid,ASUS,ASUS,False,,True,Unknown,Intel,Mid-range,13500,16.0,False,16GB,Unknown,Unknown,,False,Unknown,NVIDIA,RTX 4000,22,ASUS|13500|16.0|Unknown|Unknown,False,True,15,False,1297,180,False,False
Msi,Intel Core i7,1185G7,16.0,LPDDR4x,SSD,1024.0,Unknown,13.4,37490000,mixicomputer.vn,38990000,songphuong.vn,39799000.0,mylook.vn,False,37490000.0,37490000.0,False,38990000,38990000.0,False,39799000.0,39799000.0,38990000.0,False,False,False,3,3,38990000.0,37490000.0,39799000.0,0.05922031290074378,False,False,17.478815786606383,high,MSI,MSI,False,13.4,False,13-13.9in,Intel,Upper-mid,1185G7,16.0,False,16GB,LPDDR4X,SSD,1024.0,False,1TB,Other,Unknown,23,MSI|1185G7|16.0|1024.0|13.4,False,False,9,True,1297,39,False,False
Dell,Intel Core i5,8265U,4.0,DDR4,HDD,1024.0,Intel UHD Graphics,15.6,13390000,sondat.vn,13950000,maytinhdongvan.com,14290000.0,anvietpc.com.vn,False,13390000.0,13390000.0,False,13950000,13950000.0,False,14290000.0,14290000.0,13950000.0,False,False,False,3,3,13950000.0,13390000.0,14290000.0,0.06451612903225806,False,False,16.450990137916232,low,Dell,Dell,False,15.6,False,15-15.9in,Intel,Mid-range,8265U,4.0,False,<=8GB,DDR4,HDD,1024.0,False,1TB,Intel,Intel Integrated,24,Dell|8265U|4.0|1024.0|15.6,True,False,329,False,1774,1101,False,False
Acer,Intel Core i3,7020U,4.0,DDR4,SSD,256.0,Intel UHD Graphics,15.6,9490000,compro.com.vn,9650000,ababa.com.vn,9900000.0,maytinhvinhphuc.com,False,9490000.0,9490000.0,False,9650000,9650000.0,False,9900000.0,9900000.0,9650000.0,False,False,False,3,3,9650000.0,9490000.0,9900000.0,0.04248704663212435,False,False,16.082468576942105,low,Acer,Acer,False,15.6,False,15-15.9in,Intel,Entry,7020U,4.0,False,<=8GB,DDR4,SSD,256.0,False,<=256GB,Intel,Intel Integrated,25,Acer|7020U|4.0|256.0|15.6,True,False,178,False,1774,1101,False,False
Dell,Intel Core i5,1135G7,4.0,DDR4,SSD,256.0,Intel Iris Xe,14.0,19561818,hkc.vn,15980000,vuongcomputer.com,17490000.0,thegioipc.vn,False,19561818.0,19561818.0,False,15980000,15980000.0,False,17490000.0,17490000.0,17490000.0,False,False,False,3,3,17490000.0,15980000.0,19561818.0,0.20479233847913092,False,False,16.67713990417031,mid,Dell,Dell,False,14.0,False,14-14.9in,Intel,Mid-range,1135G7,4.0,False,<=8GB,DDR4,SSD,256.0,False,<=256GB,Intel,Intel Integrated,26,Dell|1135G7|4.0|256.0|14.0,False,False,303,False,1774,1101,False,False
Acer,AMD Ryzen 7,260,16.0,DDR5,SSD,1024.0,RTX 5050,16.0,41290000,cellphones.com.vn,41290000,fptshop.com.vn,35600000.0,kimlongcenter.com,False,41290000.0,41290000.0,False,41290000,41290000.0,False,35600000.0,35600000.0,41290000.0,False,False,False,3,3,41290000.0,35600000.0,41290000.0,0.1378057641075321,False,False,17.536130922081213,high,Acer,Acer,False,16.0,False,16-16.9in,AMD,Upper-mid,260,16.0,False,16GB,DDR5,SSD,1024.0,False,1TB,NVIDIA,RTX 5000,27,Acer|260|16.0|1024.0|16.0,False,True,41,False,252,56,False,False
Hp,Intel Core i3,1315U,8.0,DDR4,SSD,512.0,Intel UHD Graphics,15.6,13690000,cellphones.com.vn,13800000,truongphatpc.com,13890000.0,laptopworld.vn,False,13690000.0,13690000.0,False,13800000,13800000.0,False,13890000.0,13890000.0,13800000.0,False,False,False,3,3,13800000.0,13690000.0,13890000.0,0.014492753623188406,False,False,16.440179222591198,low,HP,HP,False,15.6,False,15-15.9in,Intel,Entry,1315U,8.0,False,<=8GB,DDR4,SSD,512.0,False,512GB,Intel,Intel Integrated,28,HP|1315U|8.0|512.0|15.6,True,False,239,False,1774,1101,False,False
Surface,Intel Core i7,1185G7,32.0,LPDDR4x,SSD,1024.0,Unknown,15.0,57590000,techgo.com.vn,58800000,surface.vn,60990000.0,laptopx360.vn,False,57590000.0,57590000.0,False,58800000,58800000.0,False,60990000.0,60990000.0,58800000.0,False,False,False,3,3,58800000.0,57590000.0,60990000.0,0.05782312925170068,False,False,17.889652429875657,high,Surface,Other,True,15.0,False,15-15.9in,Intel,Upper-mid,1185G7,32.0,False,32GB,LPDDR4X,SSD,1024.0,False,1TB,Other,Unknown,29,Surface|1185G7|32.0|1024.0|15.0,False,True,11,False,383,8,False,True
Hp,Intel Core i5,1235U,16.0,DDR4,SSD,512.0,Intel Iris Xe,14.0,15374000,shopee.vn,16390000,hungphuc.vn,17500000.0,hkc.vn,False,15374000.0,15374000.0,False,16390000,16390000.0,False,17500000.0,17500000.0,16390000.0,False,False,False,3,3,16390000.0,15374000.0,17500000.0,0.12971323978035387,False,False,16.612182011732823,mid,HP,HP,False,14.0,False,14-14.9in,Intel,Mid-range,1235U,16.0,False,16GB,DDR4,SSD,512.0,False,512GB,Intel,Intel Integrated,30,HP|1235U|16.0|512.0|14.0,True,False,364,False,1297,753,False,False
Asus,Intel Core i3,10110U,4.0,DDR4,SSD,256.0,Intel UHD Graphics,14.0,6900000,bachkhoayenbai.com,7499000,hoanglanpc.com.vn,9750000.0,thanhnhancomputer.vn,False,6900000.0,6900000.0,False,7499000,7499000.0,False,9750000.0,9750000.0,7499000.0,False,False,False,3,3,7499000.0,6900000.0,9750000.0,0.3800506734231231,True,False,15.83028036963463,low,ASUS,ASUS,False,14.0,False,14-14.9in,Intel,Entry,10110U,4.0,False,<=8GB,DDR4,SSD,256.0,False,<=256GB,Intel,Intel Integrated,31,ASUS|10110U|4.0|256.0|14.0,True,False,315,False,1774,1101,False,False
Dell,AMD Ryzen 7,6800H,16.0,DDR5,SSD,512.0,RTX 3050,15.6,24470000,hkc.vn,24700000,tinhocsangtao.vn,16900000.0,laptop15.vn,False,24470000.0,24470000.0,False,24700000,24700000.0,False,16900000.0,16900000.0,24470000.0,False,False,False,3,3,24470000.0,16900000.0,24700000.0,0.31875766244380876,True,False,17.01295847628522,mid,Dell,Dell,False,15.6,False,15-15.9in,AMD,Upper-mid,6800H,16.0,False,16GB,DDR5,SSD,512.0,False,512GB,NVIDIA,Other RTX,32,Dell|6800H|16.0|512.0|15.6,False,True,329,False,252,239,False,False
Asus,AMD Ryzen 5,4600H,8.0,DDR4,SSD,512.0,GTX 1650,15.6,11900000,redlaptop.vn,15000000,laptop15.vn,15990000.0,hopthanhthinh.com,False,11900000.0,11900000.0,False,15000000,15000000.0,False,15990000.0,15990000.0,15000000.0,False,False,False,3,3,15000000.0,11900000.0,15990000.0,0.27266666666666667,False,False,16.52356082573315,low,ASUS,ASUS,False,15.6,False,15-15.9in,AMD,Mid-range,4600H,8.0,False,<=8GB,DDR4,SSD,512.0,False,512GB,NVIDIA,GTX,33,ASUS|4600H|8.0|512.0|15.6,True,False,292,False,230,111,False,False
Apple,Apple M3,8‑core CPU,16.0,,SSD,512.0,Apple GPU,13.6,22990000,cellphones.com.vn,24490000,bvtmobile.com,32290000.0,dienmayxanh.com,False,22990000.0,22990000.0,False,24490000,24490000.0,False,32290000.0,32290000.0,24490000.0,False,False,False,3,3,24490000.0,22990000.0,32290000.0,0.379746835443038,True,False,17.01377546976134,mid,Apple,Apple,False,13.6,False,13-13.9in,Apple,Mid-range,8‑CORE CPU,16.0,False,16GB,Unknown,SSD,512.0,False,512GB,Apple,Apple GPU,34,Apple|8‑CORE CPU|16.0|512.0|13.6,False,True,56,False,32,27,False,False
Dell,Intel Core i5,7200U,4.0,DDR4,HDD,1024.0,AMD Radeon Graphics,15.6,13765500,cameranhapkhau.com,6500000,laptopbinhduongvtc.vn,13350000.0,compro.com.vn,False,13765500.0,13765500.0,False,6500000,,False,13350000.0,13350000.0,13350000.0,False,True,False,3,2,13557750.0,13350000.0,13765500.0,0.030646678099242132,False,False,16.422468971263758,low,Dell,Dell,False,15.6,False,15-15.9in,Intel,Mid-range,7200U,4.0,False,<=8GB,DDR4,HDD,1024.0,False,1TB,AMD,AMD Radeon,35,Dell|7200U|4.0|1024.0|15.6,True,False,329,False,1774,182,False,False
Gigabyte,Intel core i7,13620H,16.0,DDR5,SSD,512.0,RTX 4050,16.0,22490000,maytinhphongvu.com.vn,22550000,vitinhmanhphat.com,22690000.0,laptopworld.vn,False,22490000.0,22490000.0,False,22550000,22550000.0,False,22690000.0,22690000.0,22550000.0,False,False,False,3,3,22550000.0,22490000.0,22690000.0,0.008869179600886918,False,False,16.931245668258857,mid,Gigabyte,Gigabyte,False,16.0,False,16-16.9in,Intel,Upper-mid,13620H,16.0,False,16GB,DDR5,SSD,512.0,False,512GB,NVIDIA,RTX 4000,36,Gigabyte|13620H|16.0|512.0|16.0,True,True,30,False,1297,180,False,False
,Intel Core i5,1235U,16.0,,,,Intel Iris Xe,357.0,16850000,manosavietnam.vn,16900000,vietmob.com,16990000.0,hoangphatvn.vn,False,16850000.0,16850000.0,False,16900000,16900000.0,False,16990000.0,16990000.0,16900000.0,False,False,False,3,3,16900000.0,16850000.0,16990000.0,0.008284023668639054,False,False,16.642824239064897,mid,Unknown,Unknown,False,,True,Unknown,Intel,Mid-range,1235U,16.0,False,16GB,Unknown,Unknown,,False,Unknown,Intel,Intel Integrated,37,Unknown|1235U|16.0|Unknown|Unknown,False,False,80,False,1297,753,False,False
Hp,Intel Core i5,1335U,16.0,DDR4,SSD,512.0,RTX 2050,15.6,23000000,hungphuc.vn,22049000,cphub.vn,22999000.0,hacom.vn,False,23000000.0,23000000.0,False,22049000,22049000.0,False,22999000.0,22999000.0,22999000.0,False,False,False,3,3,22999000.0,22049000.0,23000000.0,0.04134962389669116,False,False,16.9509613381675,mid,HP,HP,False,15.6,False,15-15.9in,Intel,Mid-range,1335U,16.0,False,16GB,DDR4,SSD,512.0,False,512GB,NVIDIA,Other RTX,38,HP|1335U|16.0|512.0|15.6,True,True,239,False,1297,239,False,False
Lenovo,AMD Ryzen 9,8945HX,16.0,DDR5,SSD,1024.0,RTX 5060,16.0,30000000,mazo.vn,32000000,trieubom.com,33090000.0,dienmaynguyenduc.vn,False,30000000.0,30000000.0,False,32000000,32000000.0,False,33090000.0,33090000.0,32000000.0,False,False,False,3,3,32000000.0,30000000.0,33090000.0,0.0965625,False,False,17.281246492014,high,Lenovo,Lenovo,False,16.0,False,16-16.9in,AMD,High-end,8945HX,16.0,False,16GB,DDR5,SSD,1024.0,False,1TB,NVIDIA,RTX 5000,39,Lenovo|8945HX|16.0|1024.0|16.0,True,True,184,False,252,56,False,False
Msi,AMD Ryzen AI 9,HX 370,32.0,DDR5,SSD,2048.0,RTX 5070,16.0,59990000,novazone.vn,71250000,vitinhmanhphat.com,71890000.0,xgear.net,False,59990000.0,59990000.0,False,71250000,71250000.0,False,71890000.0,71890000.0,71250000.0,False,False,False,3,3,71250000.0,59990000.0,71890000.0,0.16701754385964912,False,False,18.081705391148123,high_end,MSI,MSI,False,16.0,False,16-16.9in,AMD,Unknown,HX 370,32.0,False,32GB,DDR5,SSD,2048.0,False,2TB,NVIDIA,RTX 5000,40,MSI|HX 370|32.0|2048.0|16.0,False,True,39,False,69,47,False,False
Apple,Apple M2,8-core,8.0,,SSD,256.0,Apple GPU,13.3,26000000,laptop24hstore.vn,26890000,muabandienthoai24h.vn,27000000.0,tystore.vn,False,26000000.0,26000000.0,False,26890000,26890000.0,False,27000000.0,27000000.0,26890000.0,False,False,False,3,3,26890000.0,26000000.0,27000000.0,0.03718854592785422,False,False,17.10726506543359,mid,Apple,Apple,False,13.3,False,13-13.9in,Apple,Mid-range,8-CORE,8.0,False,<=8GB,Unknown,SSD,256.0,False,<=256GB,Apple,Apple GPU,41,Apple|8-CORE|8.0|256.0|13.3,False,True,56,False,25,14,False,True
Asus,Intel Core i5,1235U,8.0,DDR4,SSD,512.0,Intel UHD Graphics,14.0,12490000,nhanhavui.com.vn,12590000,tinhocsangtao.vn,12480000.0,nhatphuongpc.com,False,12490000.0,12490000.0,False,12590000,12590000.0,False,12480000.0,12480000.0,12490000.0,False,False,False,3,3,12490000.0,12480000.0,12590000.0,0.008807045636509208,False,False,16.34043896216581,low,ASUS,ASUS,False,14.0,False,14-14.9in,Intel,Mid-range,1235U,8.0,False,<=8GB,DDR4,SSD,512.0,False,512GB,Intel,Intel Integrated,42,ASUS|1235U|8.0|512.0|14.0,True,False,315,False,1774,1101,False,False
