sample_id,actual_price,predicted_price,model_name,target_used,residual,absolute_error,squared_error,percentage_error,absolute_percentage_error,prediction_ratio,price_segment
6544,73.9,36.24914444409544,CatBoost,log_target_price,37.65085555590456,37.65085555590456,1417.5869240915897,0.5094838370148184,0.5094838370148184,0.4905161629716498,Premium
5721,76.5,40.57087662802872,CatBoost,log_target_price,35.92912337197128,35.92912337197128,1290.9019062783327,0.4696617434183218,0.4696617434183218,0.5303382565686063,Premium
6148,60.49,25.16573637878969,CatBoost,log_target_price,35.324263621210314,35.324263621210314,1247.8036003807624,0.5839686497045189,0.5839686497045189,0.4160313502789495,Premium
3274,42.000001,7.86541367585739,CatBoost,log_target_price,34.13458732414261,34.13458732414261,1165.1700517895172,0.8127282502524199,0.8127282502524199,0.1872717497237707,Premium
5345,62.99,35.582939803969104,CatBoost,log_target_price,27.407060196030898,27.407060196030898,751.1469485888612,0.4351017652896618,0.4351017652896618,0.5648982346944628,Premium
6740,50.0489,22.73847855097924,CatBoost,log_target_price,27.31042144902076,27.31042144902076,745.8591197231333,0.5456747590551458,0.5456747590551458,0.4543252409248738,Premium
6970,64.39,37.484695441643474,CatBoost,log_target_price,26.905304558356526,26.905304558356526,723.8954133779205,0.4178491156691827,0.4178491156691827,0.5821508843152868,Premium
5396,60.9,35.08594795849069,CatBoost,log_target_price,25.814052041509303,25.814052041509303,666.3652828017508,0.4238760597879381,0.4238760597879381,0.5761239401956416,Premium
6122,48.09,22.9827114108219,CatBoost,log_target_price,25.107288589178104,25.107288589178104,630.375940300273,0.5220895942744025,0.5220895942744025,0.4779104057048032,Premium
5767,57.29,32.24679383701248,CatBoost,log_target_price,25.04320616298752,25.04320616298752,627.1621749218959,0.4371304968153323,0.4371304968153323,0.5628695031672127,Premium
7039,51.799,26.828182339669457,CatBoost,log_target_price,24.970817660330543,24.970817660330543,623.5417346254757,0.4820714233836266,0.4820714233836266,0.5179285765970681,Premium
2182,31.5,7.377223395811454,CatBoost,log_target_price,24.122776604188545,24.122776604188545,581.9083510955862,0.7658024318546902,0.7658024318546902,0.2341975681135636,Premium
6780,59.0,35.608893081760314,CatBoost,log_target_price,23.39110691823969,23.39110691823969,547.1438828605205,0.3964594392854784,0.3964594392854784,0.6035405606975724,Premium
5905,47.3,25.06108303411726,CatBoost,log_target_price,22.238916965882737,22.238916965882737,494.5694278154271,0.4701673777042827,0.4701673777042827,0.5298326222745757,Premium
6555,59.9,37.70191479816893,CatBoost,log_target_price,22.19808520183107,22.19808520183107,492.7549866277515,0.3705857295736308,0.3705857295736308,0.6294142704096748,Premium
6173,57.3,35.65686508018567,CatBoost,log_target_price,21.64313491981433,21.64313491981433,468.4252891572864,0.3777161417004645,0.3777161417004645,0.6222838582820835,Premium
5487,38.499,17.725957906696163,CatBoost,log_target_price,20.77304209330384,20.77304209330384,431.5192778101732,0.5395735497743906,0.5395735497743906,0.4604264501996347,Premium
